item_id,prod_info,category,itemID_new,category_num
5055112,联兴 批发   手工纯银 素 银 个性 DIY水晶 搭配 配件   手工 光面   凹凸面 银珠 ,4-5532,4839,139
5059260,猪猪 的 店   CUTIEPIGIE   设计师   自然 垂 坠 感   清凉 百搭 防晒 七分袖 外套 ,10-4371,4840,1
5059335,爱车屋 官方 店   悠然 田园   汽车安全带套   NB - 165 T ,84-3199,4841,286
5059851,【 特卖 】 patagonia 巴塔哥尼亚 Back   Step   Shorts 棉麻短裤 男 57735 ,30-5548,4842,74
5061595,GUTE 固特   欧式房门锁   室内 卧室   简约 不锈钢 执手 双舌门锁 ,21-1233,4843,28
5065912,岚 色 蝶 靓 2013 秋冬新款 女装上衣   通勤 淑女 长袖 纯色针织衫 打底衫 女 ,10-5795,4844,2
5066921,【 Aico 爱儿健 】 童装 31348636 女童 有 帽 开胸 拉链长袖外套 F1 ,33-1347,4845,84
5067077,浅秋 专柜正品   秋冬女装   通勤 韩版 纯色开衫 针织衫 羊毛衫 外套 ,10-5795,4846,2
5069530,满 包邮 正泰 JQX - 13 F 小型 大功率 电磁继电器   商城 正品 ,64-251,4847,208
5070122,[ 买 送 运动袜 ] Kappa 背靠背   多色   男 针织 下 装 | K 0352 AK08 ,36-1047,4848,121
5072122,慈 风 阁 风水 开光 天然 草莓 晶 泰银 招桃花 促 人缘 手珠 手串 手链 ,4-1760,4849,137
5073324,玺 玥   夏季新款 烂 花 绒 旗袍   改良 修身 日常 旗袍 ,10-3448,4850,0
5073384,The North Face / TNF 北面 2013 新款 男款 户外 抗 紫外线 防晒 长裤   A3 YK ,30-5548,4851,74
5076316,吉 印 新款 led鱼缸灯 30 / 40 / 60 cm 灯架   超薄 led 灯架   超 白水 草海 水缸 用 ,13-3672,4852,6
5076697,MO & amp ; Co . 摩安珂   女装   M 114 COD 24   纯色 假两件 连帽外套 moco ,10-4371,4853,1
5077989,图 曼蒂   高端 定制 2013 秋装 新款   淑女 宽松 格子外套   开衫   女 ,10-5795,4854,2
5079854,千百惠 2013 秋 女装 新款   花朵 装饰 长袖 纯色 修身短外套 ,10-4371,4855,1
5080246,风 拂 2013 改良旗袍裙 时尚 夏装连衣裙   桑蚕丝 真丝 短款旗袍 8 - 223103 ,10-3448,4856,0
5080724,固力 GULI   圆筒式 球锁   球形门锁 室内门锁   卧室 房门锁   B 1221 ,21-1233,4857,28
5082873,361度 正品 冬 新款 70% 白 鸭绒 加厚 修身 女款 运动羽绒服   6243208 ,36-2558,4858,122
5082989,【 秋冬 秒杀 】 花儿开了 女装 秋装 新款 平绒 木耳 长袖小披肩 ,10-4371,4859,1
5084329,娘子 写 白领公寓 * 艳 火 . 中式 新古典 真丝 拼 香云纱 意识流 时尚 休闲旗袍 ,10-3448,4860,0
5085658,日常 旗袍裙 夏装 改良 时尚 短款 秋装 中式 开 衩 复古 真丝旗袍 礼服 连衣裙 ,10-3448,4861,0
5086298,岚 烟 短款 绣 荷花 旗袍裙   夏装   时尚 2013 新款 旗袍   复古 改良 时尚   夏季 ,10-3448,4862,0
5086548,时尚 饰品 奥地利水晶 手链 首饰 新品 特价热卖 流行 正品 女 专柜 收藏 施 晶 ,4-1760,4863,137
5089503,限时特价   纯银   999 千足银 手镯   光面   银手镯   纯银手镯   手工   046 - 2 ,4-4578,4864,138
5090561,娘子 写 白领公寓 * 花 栖 . . . 中式 新古典 手工 素绉缎 真丝香云纱 传统旗袍 ,10-3448,4865,0
5091074,秋季 新款 女 韩版针织衫 开衫 女 外套   V领 修身 防嗮 衫   小 开衫 空调 衫 薄 ,10-5795,4866,2
5091540,INSUN 恩裳   专柜正品   2013 夏季新款   简约 时尚 无袖针织衫 92306400 ,10-5795,4867,2
5091739,佳菲特满 203 秋装新品 女装 高档 亚麻 宽松 空调 衫 防晒 开衫 针织衫   女 ,10-5795,4868,2
5095794,《 没有 一 棵 小草 自惭形秽 》 心灵 处方   幸福 读本 ,35-7506,4869,119
5097028,2013 秋季外套   女   韩版   百搭 修身 显 瘦   PU 拼接 毛 呢子 休闲   短外套 女 ,10-4371,4870,1
5099858,枉凝眉   荷花 旗袍   2013 新款 夏装   时尚 改良 唐装连衣裙   S 067 ,10-3448,4871,0
5099961,兰瑟   魔力 美白隔离粉底液 35 ml   6 色 可 选   遮瑕   润色   彩妆 专柜正品 ,47-1259,4872,155
5100105,【 坚 朗 】 304 不锈钢 固定夹 玻璃夹 一 字 连接件 淋浴房 五金配件 WB 1105 ,53-3677,4873,170
5102113,office / 欧菲姿   积雪 草 细嫩 紧致精华液   改善 细纹 美白 保湿 正品 ,50-3326,4874,162
5103622,皮卡 泡泡   春秋款   散件 鞋子   女童 圆头 搭扣皮鞋   PNX 12500 - 65 - 6 ,33-3525,4875,86
5104532,Elizabeth Arden / 雅顿   显效 复合 活肤霜 75 ml   保湿面霜   滋润   21天 霜 ,50-4655,4876,163
5104893,幸 服 良 呈   2013 新款 新娘 秋冬 红色 结婚礼服   长款 鱼尾 改良旗袍 敬酒服 ,10-3448,4877,0
5105200,85 折   正品 膳魔师   不锈钢 运动水瓶   保 冷水瓶   IS 4560 BT 6   720 ml ,67-3263,4878,225
5106896,魅 莎   肚皮舞 套装 新款   高档 演出服 套装   练习服   长袖 裙装   秋冬款 ,74-6610,4879,250
5107741,泉 冰 石   天然水晶饰品   正品 巴西 2A 酒红石榴石 手链   特价促销   手链 女 ,4-1760,4880,137
5107928,晶 麒     天然青金石   手链   少 白 有 金   开发 潜能   保持 健康 ,4-1760,4881,137
5108564,【 官方 店 】 包邮 送礼 Sennheiser / 森海塞尔   HD 558   hd   558   发烧耳机 ,85-2187,4882,304
5109654,6日 上 新   FOREVER21   女装   F21 斑点 撞色 长袖 针织开衫   73249781 ,10-5795,4883,2
5109966,全国包邮 景德镇 地中海 风格 洗手盆 洗脸盆 台上盆 洗面盆 台盆 - 花藤 B 款 ,53-6864,4884,178
5112395,3S 三思 正品 13 秋 特价 淑女 气质 女装外套 通勤 拼接 羊毛短外套 2C 166 ,10-4371,4885,1
5112571,傻瓜 摄影棚 150 cm   圆形 摄影棚套装 + 4 色 背景布     150 cm   简易 摄影棚 ,39-3076,4886,130
5113551,雅芳婷 家纺   床上用品   蚕丝 羊毛被   四季被   被子   被芯   正品   包邮 ,78-141,4887,268
5114009,拉比 正品专卖   婴儿 吸盘 盛 食碗 LIIGA 004 宝宝碗   餐碗 + 勺   PP 材质 ,44-1951,4888,148
5114825,svdoanu 2013 秋冬新款 女装 条纹背心 配 宽松外套 两件套针织衫 毛衣裙 ,10-5795,4889,2
5115647,DRHU 胡 博士 白皙 晶亮 时空胶囊 美白 祛斑 紧致 补水 精华 保湿 30 粒 装 ,50-3326,4890,162
5115995,玫瑰 澜 2013 新款 春装针织衫 女 开衫 薄款 波点 披肩 外套 10913 - C 1025 ,10-5795,4891,2
5116543,养生堂 朵 而   复合维生素 凝 颜 营养霜   紧致 抗皱 祛 细纹 ,50-4655,4892,163
5118274,特价   美的   EJ 8015 + Q 958 B + Q 1035   烟灶 消 三 件 套餐   烟灶 消 套装   正品 ,23-6058,4893,46
5119995,小绵羊 家纺   暖 丝   馨 羽 丝 贵妃 冬被   单人 / 双人 加厚   被子 被芯 ,78-141,4894,268
5121174,kaiser 正品 凯撒 LUSEFA   时尚 中袖 / 淑女开衫 / 围巾 领 针织衫   春装 新款 ,10-5795,4895,2
5121613,太阳神 洗发水   生发 增发 密 发   中药   防脱发 生发   正品   头发 快速 长 长 ,56-6367,4896,192
5124576,正隆 珠宝 天然 a 货 翡翠玉珠 / 冰 糯 种 米珠 DIY 散珠 玉米 珠 批发 10 mm ~ 11 mm ,4-5532,4897,139
5124999,凯达 A - 8013 伴侣盒 转角 遇见 爱美 瞳 隐形眼镜盒 隐形眼镜护理盒 ,77-2565,4898,265
5125110,晶 盛   天然 极品 水晶 红幽灵 聚宝盆 手链 美 过 绿幽灵 聚宝盆 手链 男 女款 ,4-1760,4899,137
5125238,【 纯铜 锁芯 】 顶固 中 欧式 执手锁 棕 古 色 锁   L 57 - 9837 ， 套餐 更 实惠 ,21-1233,4900,28
5125376,秀 观 唐 佳人有约 夏季 旗袍 / 改良 时尚 旗袍裙 / 夏装 2013 新款 复古 G 51139 ,10-3448,4901,0
5125592,大力水手 童装   儿童春装 男童 开衫外套   偏 厚   羊羔 毛领   小男孩 外套 ,33-1347,4902,84
5125730,丽 普 司 肽   EGF 细胞 立体 美白原液 保湿 补水 淡斑 去黄 抗皱 面部精华素 ,50-3326,4903,162
5125734,日本进口   镂空 提手 收纳筐   脏衣篮   玩具筐   菜篮   便携篮 M 号   14448 ,6-7629,4904,199
5126685,康富来 脑 轻松 胶囊 学生 白领 补脑 健 脑 安神 改善 增强 提高 记忆力 保健品 ,24-2083,4905,49
5128527,阿迪达斯 adidas 女装 针织长裤 - Z 50183 ,36-1047,4906,121
5128621,【 格 氏 】 ACE   1400 mAh   22.2 v   4 5 C   6 S   锂电池组     GUAI   泰世 X3 ,65-4793,4907,215
5128664,野马 头盔   摩托车头盔   全盔   摩托车 冬 盔   全盔   跑 盔   防雾头盔 ,58-7406,4908,196
5128713,【 中 唱 正版 】 经典   古典音乐 大师 作品 精华 集 100CD 合集 套装 ,15-7326,4909,14
5129589,新品 荣 事 金 SD - 888 花草 灵芝 萃取 壶 养生壶 元素提取壶 中药壶 全国包邮 ,61-6537,4910,202
5130271,2013 新款   欧美 潮人 时尚 复古 夸张 满钻 镂空 合金   女士 手镯   饰品 首饰 ,4-4578,4911,138
5131415,8.21 新雅 莹 TBF 女装 2012 秋 正品 黑色 气质短外套 1013 aH ,10-4371,4912,1
5131509,竹纤维凉席   清仓   竹浆 纤维凉席 床单   空调席 1.8 特价包邮 1.5 米 床 ,78-7266,4913,274
5133099,正品 nuby / 努比 母婴 婴儿 儿童餐具套装 进口   新生儿 勺子 玩具 汤匙 2 只 ,44-1951,4914,148
5134516,"联想 Z 460   Z 465   B 490   Y400   M495   , B 4309   酷奇 键盘膜 + 护眼 屏幕贴膜 ",39-1845,4915,129
5134769,浪漫满屋   客厅 卧室 电视墙 背景 装饰 大型 墙贴纸     地图 ,17-267,4916,20
5136780,太平鸟 女装 2013 秋款 新品   围巾式 开衫 针织衫   中长款 长袖毛衫 外套 女 ,10-5795,4917,2
5138606,雅芳婷 家纺   正品 床上用品   芦荟 纤维 复合 被   被子   被芯   薄被 ,78-141,4918,268
5138729,考 帛 女装   貂绒 超柔软 花朵 中长款 针织开衫 保暖外套   秋冬新款   5112 ,10-5795,4919,2
5139256,黛西 蜜语 包邮 秒杀 2013 春夏 新品   改良 棉麻 亚麻旗袍 复古 印花   装 民族 ,10-3448,4920,0
5139905,adidas   阿迪达斯   四 五折   训练   女   长款 羽绒夹克   亮白   W 52888 ,36-2558,4921,122
5140096,丽婴房 迪士尼 专柜正品 冬季款 女童 宝宝 加厚外套 / 风衣 /   1024000704 ,33-1347,4922,84
5140544,琪 亚 肚皮舞 练习服 套装 新款   三 件套   吊带抹胸 蕾丝小外套 喇叭裤 衣服 ,74-6610,4923,250
5141320,FOREVER21   女装   F21 流苏 条纹 七分袖 针织开衫   25101249 ,10-5795,4924,2
5141333,瑷 露 德玛   芦荟 无痕 紧致眼霜 25 g 淡化 鱼尾纹 小 细纹   黑眼圈 眼皱 ,50-3326,4925,162
5142078,AMII 品牌 休闲 百搭 苎麻 针织 薄款 长袖 防晒 开衫   女 4 色 112400 ,10-5795,4926,2
5143769,小绵羊 家纺   床上用品   秋冬   馨 羽 丝绒 羊毛冬被   30% 羊毛   双人   被芯 ,78-141,4927,268
5146855,木棉 道 2013 女装 夏 旗袍 改良 中式 汉服 棉麻 手绘 复古 不 开叉 上衣 18234 ,10-3448,4928,0
5147836,DorDor Horse 多多马 童鞋   秋冬 黑 真皮 男 学生 鞋   正装 童鞋 DI 3094 ,33-3525,4929,86
5148147,梵洁诗 保湿滋养乳液 100 ml 补水 保湿滋润乳液 专柜正品 ,50-4655,4930,163
5148896,永恒 颜色 专柜正品   女装 新款 冬装 修身毛衫   春秋装外套   E 47701 ,10-5795,4931,2
5151713,鑫缘 儿童型 蚕丝被子   100% 特级 桑蚕丝 送 全棉 卡通被套   正品特价 包邮 ,78-141,4932,268
5154654,巽 彩 品牌   凤 与 牡丹 惊艳 金丝 绣花 新娘装 长 旗袍   黑红 二 色 ,10-3448,4933,0
5154972,栖 舍 家纺 床品 立体 榻榻米床垫   加厚 双人 可 拆洗 高密度海绵 防滑   特价 ,78-5065,4934,273
5155293,全国包邮   景德镇 洗手盆 - - 洗脸盆 - 台上盆 - 洗面盆 台盆 小 青花 ,53-6864,4935,178
5155470,靓白 堂 正品   杜鹃花 美容原液   控油   收缩 毛孔   淡化 痘印 粉刺精华液 ,50-3326,4936,162
5157672,Robam / 老板   5500 N   9 B22 N 黑色 侧 吸 近 吸油烟机 燃气灶 套餐 烟灶 套装 ,23-6058,4937,46
5158961,2013 新款 专柜正品   保圣   偏光   太阳镜   遮阳镜   名媛 系列 61336 ,25-6840,4938,55
5164080,金点原子   月牙 防盗门锁芯   外装门锁 锁芯   超 B 级 锁芯   偏心   6011 P ,21-1233,4939,28
5164304,Theme 掂 牌   2013 新款     修身 深 V领 长袖针织衫 套头开衫 女   2 ,10-4371,4940,1
5166000,vgrass 维格娜丝 秋冬 高领 修身 显 瘦 纯色打底衫 套头针织衫 咖 48771 ,10-5795,4941,2
5166361,素丝 五 祁 针织衫   秋 新款 女 长袖 韩版 蕾丝 拼接 休闲 大码 开衫 女 外套 薄 ,10-5795,4942,2
5167424,Mlily 梦 百合 圆 圈圈 薄垫   慢回弹 记忆棉 床垫 双人   榻榻米床垫   正品 ,78-5065,4943,273
5168537,梵洁诗 专柜正品 透白 褪黑 精华素 30 ml 保湿 补水 美白 ,50-3326,4944,162
5169705,POTHS 铂 玺 正品 2012 春夏 女款 92206066 针织衫 原价 998 元 4.8 折 ,10-5795,4945,2
5169781,菲特丽 2013 秋装 长袖 圆领 套头 短款 修身 打底 韩版毛衣 针织衫 女 241303 ,10-5795,4946,2
5170090,【 如意 风 】 2013 新款   夏装   三色 印花 棉麻 亚麻 时尚 改良 复古旗袍 0218 ,10-3448,4947,0
5170134,圣宝度伦   正品 反 季   加绒 保暖靴   女童高筒靴   婴童鞋   儿童鞋   女童 靴 ,33-3525,4948,86
5172584,Ciyoungo   漾   新款 秋冬装   欧美风   翻领 修身 流苏 花呢短外套   女 ,10-4371,4949,1
5173975,迷你   钥匙扣 伸缩灯 小巧 手电筒   LED 伸缩灯   钥匙扣   登山扣   可 调节 光 ,30-3553,4950,73
5174653,新款 耸肩 短外套   披肩   白搭   时尚   黑色   白色   2 色 可 选 ,10-4371,4951,1
5174701,站 言 散珠 红 黄 翡 玉珠   5 - 6 mm 玉石珠子 批发项链 玉 散珠   翡翠玉珠 ,4-5532,4952,139
5176678,金泓 贝 手镯   990 纯银   天长地久 镯子   时尚 韩版 银饰   原创 情人节 特价 ,4-4578,4953,138
5178019,正品 授权   新款 包邮   花雨伞 AP 1588 墨镜   TR 90 时尚 偏光镜   女士太阳镜 ,25-6840,4954,55
5179182,韩 都 衣 舍 韩国 2013 秋冬新款 女装 纯色 V领 套头 打底针织衫 FP 1447 嫀 ,10-5795,4955,2
5179996,逸 福 新娘旗袍 长款 复古   红色 敬酒服   牡丹 刺绣 重 磅 真丝旗袍 高级 定制 ,10-3448,4956,0
5180033,伊木子 2013 春装 新款 韩版 直筒 滚边 裤   中腰 正装裤 职业 女 长裤 西裤 616 ,10-6129,4957,3
5180067,盆栽 果树苗木 / 石榴树苗 / 石榴苗 / 红皮 黑籽 软 籽 / 当年 结果 挂果 ,52-2998,4958,166
5180173,摩托车 改装   小 开关 / 自 弹 开关 / 喇叭 按钮 / 闪灯 按钮 ,58-1441,4959,195
5181818,925纯银   手链   女   韩版   简约 时尚   可爱   姐妹 闺 蜜 手链   绿色 玛瑙 气质 ,4-1760,4960,137
5182467,阁 兰 苏珊   春夏 新款   时尚 条纹 短袖 堆堆领 针织衫   套头   女 5122 B 69040 ,10-5795,4961,2
5184827,珂莱蒂尔 Koradior 专柜正品 秋冬 喜庆 优雅 时尚 开衫短外套 1 H 14330 ,10-4371,4962,1
5185264,名门 正品 欧式 古典 室内 房门锁   卧室 机械 门锁   特价包邮 V 4060 ,21-1233,4963,28
5185957,雅芳婷 家纺   正品   床上用品   大豆 纤维 复合 被   被芯   被子 ,78-141,4964,268
5185961,线 下 品牌   德国 EKF   纯铜门锁   门锁 室内 锁具   欧式 执手 B9 - 1051360 ,21-1233,4965,28
5189088,宛若 美 鱼缸 水族馆 间厅柜 隔断柜 玄关柜 门厅柜 双面 酒柜 鞋柜 长 1.3 米 ,54-5632,4966,185
5191143,尚 奢   祛痘 修复精华素 20 g   快速 祛痘 淡化 痘印 痘痕 痘疤 清火 抗菌   正品 ,50-3326,4967,162
5191335,【 Aico 爱儿健 】 11525360   女童   可爱 针织外套 ,33-1347,4968,84
5191940,绒 华 贵族 专柜 女装   银丝针织衫   欧美 时尚 圆领 钉珠 镶钻 修身 针织套衫 ,10-5795,4969,2
5192033,帛 莹 2013 通勤 韩版 薄 中长款 修身 弹力 背心裙 镂空衫 针织衫 连衣裙 女装 ,10-5795,4970,2
5192621,【 清仓 】 敦奴 专柜正品   2013 夏装 新款   修身 V领 双口袋 针织开衫 ,10-5795,4971,2
5192928,speedo 泳衣   女   三角 比基尼   分体裙式游泳衣   鲜橙 红   2013 新款上市 ,74-7419,4972,252
5194016,暴龙 眼镜   女 正品 偏光墨镜   司机 专用 太阳镜   大 框 镂空 包邮 bl 2020 ,25-6840,4973,55
5195273,沃 谷 秋装新品 休闲 翻领 女装 小西装外套   纯色 修身 显 瘦 气质短外套 ,10-4371,4974,1
5196305,【 包邮 】 山里 妹 贵州 三宝 礼盒   灵芝   天麻   杜仲   500 g     送 毛尖茶 ,76-3376,4975,262
5198391,RayBan 雷朋 太阳眼镜   黑框 绿 片   墨镜   RB3025   002 / 58   58   偏光 玻璃镜 ,25-6840,4976,55
5199623,秀 观 唐天 藤 牡丹 刺绣 旗袍   改良 时尚   夏装 2013 新款 短款 旗袍裙 G 61127 ,10-3448,4977,0
5200393,专柜正品 蓝牧 牛皮席   钻石王 头层 光面 软 水牛皮凉席 双人 牛皮席 1 米 35 ,78-7266,4978,274
5201934,铁 兄弟   TV 02 镭射 炫彩 机顶盒 伴侣盒   壁挂架   支架   免 打孔   小号 ,23-2855,4979,45
5202040,秀 观 唐媚灿 古典 影视 真丝旗袍 / 2013 夏装 改良 时尚 高档 旗袍裙 G 13566 ,10-3448,4980,0
5203816,云 盖 石   台湾 朱砂 系列   爆款   十二生肖 雕 件   纯天然 原色 朱砂   DIY 散珠 ,4-5532,4981,139
5206322,2013   FOREVER21   毛衣   女装   FAB 彩色 条纹 七分袖 针织衫 ,10-5795,4982,2
5208646,【 LINISI 利尼斯 】 全铜毛巾杆 / 浴室 毛巾挂 / 毛巾 单杆 18 系列 ,53-4317,4983,173
5216227,Motivi 女装 品牌 专柜正品   意大利 制 小羊 真 皮衣 机车 高腰 短夹克外套 ,10-4371,4984,1
5216543,欧式 简约 卧室 房门 锁具   全铜 静音 执手 实木 简约 门锁   套餐 ,21-1233,4985,28
5218243,反 季 促销   柏丝羽   新品   95% 鸭绒 春秋被   暖气 被   特价 羽绒被 芯   正品 ,78-141,4986,268
5218939,POTHS 铂 玺 专柜正品 2013 秋季 新品 女装 高领 镂空 蕾丝针织衫   92660096 ,10-5795,4987,2
5219617,格兰琴 2013 春装 新款   蕾丝衫 短袖 修身     蕾丝上衣 女装   外套 ,10-4371,4988,1
5225810,mymoment 专柜正品 女装 条纹 百搭 修身 短袖小外套 防晒衣 小西装 W 174 A ,10-4371,4989,1
5227507,玖姿 官方 旗舰店 JUZUI 专柜 女装 正品 短袖 V领 套头 针织休闲衫 夏款 ,10-5795,4990,2
5227516,禅心 阁   加里曼丹 沉香   15 mm 15 颗 佛珠手链 手串   沉 水 级   男款 ,4-1760,4991,137
5228986,金珀莱 jinpres   新活 平衡调理霜 50 g   面霜   紧致 补水 保湿 护肤品 正品 ,50-4655,4992,163
5229095,ORIGIN 安瑞井   2013 夏装 新品   桑蚕丝 拼接 优雅 百搭 个性 蝙蝠 袖 针织衫 ,10-5795,4993,2
5230808,芳草 芬 飞   2013 新款 结婚 红色 敬酒服 短款 中式 改良 立领旗袍 新娘 ,10-3448,4994,0
5230977,古玛 卫浴 正品 挂件   绝对 全铜 制造   欧式 经典   毛巾 单杆 / 毛巾挂 F601 ,53-4317,4995,173
5231808,柏拉迪丝 2013 秋装 新 品质 女装 韩版 通勤 针织衫毛衣 外套 女 宽松开衫 ,10-5795,4996,2
5234097,炫 魅 长安 铃木 汽车 雨燕   新 奥拓   天语 改装 折叠钥匙   增配 遥控器 升级 ,84-3687,4997,289
5235270,2013   孕妇装 秋装新品   时尚 韩版   高端     韩国 雪纺上衣   孕妇 雪纺衫 ,16-2787,4998,16
5239230,卫红 2013 新款 WS 179 网纱 外 搭 修身 绿色 黑色 白色 蓝色 玫红 瓜 短外套 ,10-4371,4999,1
5240127,飞利浦   白炽 钨丝 蜡烛 形 椒 泡   B35   水晶 灯泡   E27   E14   尖泡   25 W   40 W ,53-7402,5000,179
5241553,lovo 罗莱 出品   床上用品   被芯 系列   昀 愫 羽绒 春夏 被 ,78-141,5001,268
5242730,jessyline   2013 秋装 新款 女装   小 香 风 小外套 女 秋 短外套   长袖外套 ,10-4371,5002,1
5242749,特价促销 正品 ANG 骏 力 锁业   超 B 级 叶片 外装门锁   防盗门锁 铁门锁 防 撬 ,21-1233,5003,28
5247990,江浙 沪 皖 包邮 闽江水族 宝来 HR 3   380 拱 面缸 生态 长方形 小型 热带鱼缸 ,13-4211,5004,8
5248065,麟 脉 男童 皮鞋 真皮 特价 2012 秋款 新款 韩版 潮 休闲 儿童鞋子 黑 专柜正品 ,33-3525,5005,86
5250075,MONDIAL ATELIER 蒙迪爱尔 翻领 优雅 短袖外套 M 7099 A ,10-4371,5006,1
5251142,蚕 坊 俪   孕妇装 夏装 韩版   夏季孕妇裙   牛仔 拼接 孕妇 长裙   孕妇背心裙 ,16-2787,5007,16
5251603,金加 瀛 家纺   蚕丝被   100 桑蚕丝   春秋被   单人   空调被   被子   国庆 专 享 ,78-141,5008,268
5252913,Cerel 卡雷尔   2013   春秋 新款 女装   时尚 气质 通勤 修身 裙摆式 女士上衣 ,10-5795,5009,2
5253028,排气扇 配 正品   三 项 插头   视贝 插头   10A 插头   接 电插头   SB - TS 10A ,64-1943,5010,206
5253526,金点原子   高档 豪华 高 安全 球形锁   别墅 房门锁   室内门锁   包邮   3886 ,21-1233,5011,28
5257840,金加 瀛 家纺   蚕丝被   100 桑蚕丝   子母被   春秋 冬被   单 / 双人   国庆 专 享 ,78-141,5012,268
5258503,贝拉 夏日 清凉 礼包   赠送 ： 贝拉 毛绒公仔 ,65-3578,5013,213
5259926,LS 爱丝   2013 秋冬新款 扎染 紫色 不规则 薄款 长款 蝙蝠 女装 针织羊绒衫 ,10-5795,5014,2
5264072,专业 柔光箱 横臂 摄影灯 / 顶灯 可 配套 摄影棚 摄影灯 套装 ,39-3076,5015,130
5268315,玺 玥 2013 新款   重 磅 真丝旗袍 时尚 改良   牡丹花 短袖 旗袍裙 ,10-3448,5016,0
5269126,2013 SIARE'S / 雪儿 BASIC 春装 新款   圆领 纯色 罩衫 百搭 淑女 蕾丝 两件套 ,10-5795,5017,2
5269307,人气   FOREVER21   女装   F21 钉珠 水钻 长袖针织衫   78975447 ,10-5795,5018,2
5269802,Joyoung / 九阳   DJ 11B - D59 SG 全钢 倍 浓 植物 奶牛 豆浆机 预约 正品 联保 ,61-2978,5019,200
5269972,永恒 颜色   新款 春季 新装 新品   专柜正品 女装 修身针织衫   D 38315 ,10-5795,5020,2
5270581,消化 外科 手术 图谱 - 上卷 - 第2版 卡梅隆 ( John 医学   书籍 ,35-3685,5021,104
5271099,【 香港 域 堡 】 实木 室内门锁 卧室 锁 执手 房门   卧室 门锁 室内 锁具 A0609 ,21-1233,5022,28
5271342,a02   azona 专柜正品   春秋款 女装   套头长袖毛衣 针织衫 | D1 N 1A 0461 ST ,10-5795,5023,2
5272371,楼兰 木纹砖   仿古砖 120   900 仿 木纹砖 地砖   客厅   防滑瓷砖   客厅 瓷砖 ,53-859,5024,181
5273309,斯浓 品牌 女装 专柜正品 蕾丝 下摆 连帽 泡泡袖 防晒衣 天 猫 商城 女装 夏装 ,10-4371,5025,1
5273400,Cerel 卡雷尔 特惠   秋冬新款 女装   精致 短款 女士毛衫 （ 随机 送 胸花 ） ,10-5795,5026,2
5275170,雅伊漫 专柜正品   2012 新款 夏装 纯棉 短袖针织衫 yfxm 5029 ,10-5795,5027,2
5275370,白翎 风采 女装 专   秒杀 149     纯色 圆领 棉 针织衫 打底背心 2013 秋装 新款 ,10-5795,5028,2
5276075,于 婆婆   纯棉老粗布 双人床单   全棉 单人 学生 被单   整 幅 无 拼接   柔软 ,78-7687,5029,275
5277317,陶玉梅   2012 春夏 新款 妈妈装   弹力 丝绒 翻领上衣 D11 D136 ,10-4371,5030,1
5277638,唯有 唯美   2013 板式 现代 最新 鞋柜 储物柜 北京 配送 安装 可 定制 ,54-7309,5031,188
5278173,布 蕾 美 2013 秋装 新款 通勤 超 弹 修身休闲裤   微喇女裤 中腰休闲裤 长裤 ,10-6129,5032,3
5278620,美标 马桶 卫浴洁具 连体座便器 抽水马桶 座厕 缓 降 盖 CP - 2033 美标 马桶 ,53-2697,5033,168
5280446,晶 麒   天然水晶   聚宝盆 绿幽灵手链   主 正 财   聚 财 旺业 ,4-1760,5034,137
5281399,浅秋 秋季   新款 女装   通勤 淑女 长袖 纯色 拉链开衫 （ 帽 可 脱卸 ） ,10-5795,5035,2
5282390,【 馥 家纺 】 405 # 多色 条纹 印花老粗布 加厚 单人 双人 学生 儿童床单 被单 ,78-7687,5036,275
5283056,断码   耐克 NIKE 长裤 男装 387798 - 011 ,36-1047,5037,121
5285027,earthmusic 夏季新款 条纹 套头衫 森 女 花边 两件套 短袖 18132 C 11000 ,10-5795,5038,2
5286040,MONDIAL ATELIER 蒙迪爱尔 黑色 个性 镶 片 翻领长袖针织衫 M11 AW 8015 ,10-5795,5039,2
5287848,包邮   正品 Adidas 阿迪达斯 男装 2013 新款运动裤 长裤 Z 21223 ,36-1047,5040,121
5288161,卡 炫   2013 款 花冠 手动挡 套   专车 专用 手缝 真皮 挡 头套   排 档 护套 ,84-3199,5041,286
5290501,2013 新款   贝儿森 孕妇装   条纹 休闲 淑女 短袖孕妇裙   韩版孕妇连衣裙 ,16-2787,5042,16
5290511,康泰 缘 玉石床垫 天然玉石   粘贴   精品 玉 双人 加热 远红外床垫 双 温 双 控 ,78-5065,5043,273
5291291,贝儿森 孕妇装 春夏 新款   圆点 时尚 半袖 孕妇裙子 可 哺乳 515412 ,16-2787,5044,16
5291494,鸿 香 源 金银花蜜 | 纯天然 农家 野生 养生 蜂巢 蜂蜜 | 700 g ,76-5583,5045,264
5292450,专柜正品   2013 花雨伞 蛤蟆镜 \ 偏光太阳镜 镜面 晶钻 膜 AP 1584 多色 现货 ,25-6840,5046,55
5293702,莱茵   福莱尔   LIME   FLARE 官方 直销   高端 OL女装 短款开衫 针 ,10-5795,5047,2
5297094,2013 新款 新娘 中式 复古 结婚 敬酒服 夏季 红色 时尚 改良 短款旗袍 小礼服 ,10-3448,5048,0
5300215,MONDIAL ATELIER 蒙迪爱尔 优雅 修身 经典 女 上衣 M11 CS 8290 ,10-4371,5049,1
5300494,芭蒂娜 2013 秋   西装外套   女   百搭上衣 外套     专柜 品牌正品 B 211195 - A ,10-4371,5050,1
